Quadrant ID,North,South,West,East
Q19G,27.929000000000002,27.9145,-82.743,-82.7285
Q19H,27.929000000000002,27.9145,-82.7285,-82.714
Q19I,27.929000000000002,27.9145,-82.714,-82.6995
Q19J,27.929000000000002,27.9145,-82.6995,-82.685
Q19K,27.929000000000002,27.9145,-82.685,-82.6705
Q19L,27.929000000000002,27.9145,-82.6705,-82.656
Q19M,27.929000000000002,27.9145,-82.65599999999999,-82.6415
Q19N,27.929000000000002,27.9145,-82.6415,-82.627
Q19O,27.929000000000002,27.9145,-82.627,-82.6125
Q19P,27.929000000000002,27.9145,-82.6125,-82.598
Q19Q,27.929000000000002,27.9145,-82.598,-82.5835
Q19R,27.929000000000002,27.9145,-82.5835,-82.569
Q19S,27.929000000000002,27.9145,-82.569,-82.5545
Q19T,27.929000000000002,27.9145,-82.5545,-82.54
Q19U,27.929000000000002,27.9145,-82.53999999999999,-82.5255
Q19V,27.929000000000002,27.9145,-82.5255,-82.511
Q19W,27.929000000000002,27.9145,-82.511,-82.4965
Q19X,27.929000000000002,27.9145,-82.4965,-82.482
Q19Y,27.929000000000002,27.9145,-82.482,-82.4675
Q19Z,27.929000000000002,27.9145,-82.4675,-82.453
Q19[,27.929000000000002,27.9145,-82.453,-82.4385
Q19\,27.929000000000002,27.9145,-82.4385,-82.424
Q19],27.929000000000002,27.9145,-82.42399999999999,-82.4095
Q19^,27.929000000000002,27.9145,-82.4095,-82.395
Q19_,27.929000000000002,27.9145,-82.395,-82.3805
Q19`,27.929000000000002,27.9145,-82.3805,-82.366
Q19a,27.929000000000002,27.9145,-82.366,-82.3515
Q19b,27.929000000000002,27.9145,-82.3515,-82.337
Q19c,27.929000000000002,27.9145,-82.337,-82.3225
Q19d,27.929000000000002,27.9145,-82.3225,-82.308
Q19e,27.929000000000002,27.9145,-82.30799999999999,-82.2935
Q19f,27.929000000000002,27.9145,-82.2935,-82.279
Q19g,27.929000000000002,27.9145,-82.279,-82.2645
Q19h,27.929000000000002,27.9145,-82.2645,-82.25
Q19i,27.929000000000002,27.9145,-82.25,-82.2355
Q19j,27.929000000000002,27.9145,-82.2355,-82.221
Q19k,27.929000000000002,27.9145,-82.221,-82.2065
Q20A,27.9145,27.9,-82.83,-82.8155
Q20B,27.9145,27.9,-82.8155,-82.801
Q20C,27.9145,27.9,-82.801,-82.7865
Q20D,27.9145,27.9,-82.7865,-82.772
Q20E,27.9145,27.9,-82.77199999999999,-82.7575
Q20F,27.9145,27.9,-82.7575,-82.743
Q20G,27.9145,27.9,-82.743,-82.7285
Q20H,27.9145,27.9,-82.7285,-82.714
Q20I,27.9145,27.9,-82.714,-82.6995
Q20J,27.9145,27.9,-82.6995,-82.685
Q20K,27.9145,27.9,-82.685,-82.6705
Q20L,27.9145,27.9,-82.6705,-82.656
Q20M,27.9145,27.9,-82.65599999999999,-82.6415
Q20N,27.9145,27.9,-82.6415,-82.627
Q20O,27.9145,27.9,-82.627,-82.6125
Q20P,27.9145,27.9,-82.6125,-82.598
Q20Q,27.9145,27.9,-82.598,-82.5835
Q20R,27.9145,27.9,-82.5835,-82.569
Q20S,27.9145,27.9,-82.569,-82.5545
Q20T,27.9145,27.9,-82.5545,-82.54
Q20U,27.9145,27.9,-82.53999999999999,-82.5255
Q20V,27.9145,27.9,-82.5255,-82.511
Q20W,27.9145,27.9,-82.511,-82.4965
Q20X,27.9145,27.9,-82.4965,-82.482
Q20Y,27.9145,27.9,-82.482,-82.4675
Q20Z,27.9145,27.9,-82.4675,-82.453
Q20[,27.9145,27.9,-82.453,-82.4385
Q20\,27.9145,27.9,-82.4385,-82.424
Q20],27.9145,27.9,-82.42399999999999,-82.4095
Q20^,27.9145,27.9,-82.4095,-82.395
Q20_,27.9145,27.9,-82.395,-82.3805
Q20`,27.9145,27.9,-82.3805,-82.366
Q20a,27.9145,27.9,-82.366,-82.3515
Q20b,27.9145,27.9,-82.3515,-82.337
Q20c,27.9145,27.9,-82.337,-82.3225
Q20d,27.9145,27.9,-82.3225,-82.308
Q20e,27.9145,27.9,-82.30799999999999,-82.2935
Q20f,27.9145,27.9,-82.2935,-82.279
Q20g,27.9145,27.9,-82.279,-82.2645
Q20h,27.9145,27.9,-82.2645,-82.25
Q20i,27.9145,27.9,-82.25,-82.2355
Q20j,27.9145,27.9,-82.2355,-82.221
Q20k,27.9145,27.9,-82.221,-82.2065
Q21A,27.900000000000002,27.8855,-82.83,-82.8155
Q21B,27.900000000000002,27.8855,-82.8155,-82.801
Q21C,27.900000000000002,27.8855,-82.801,-82.7865
Q21D,27.900000000000002,27.8855,-82.7865,-82.772
Q21E,27.900000000000002,27.8855,-82.77199999999999,-82.7575
Q21F,27.900000000000002,27.8855,-82.7575,-82.743
Q21G,27.900000000000002,27.8855,-82.743,-82.7285
Q21H,27.900000000000002,27.8855,-82.7285,-82.714
Q21I,27.900000000000002,27.8855,-82.714,-82.6995
Q21J,27.900000000000002,27.8855,-82.6995,-82.685
Q21K,27.900000000000002,27.8855,-82.685,-82.6705
Q21L,27.900000000000002,27.8855,-82.6705,-82.656
Q21M,27.900000000000002,27.8855,-82.65599999999999,-82.6415
Q21N,27.900000000000002,27.8855,-82.6415,-82.627
Q21O,27.900000000000002,27.8855,-82.627,-82.6125
Q21P,27.900000000000002,27.8855,-82.6125,-82.598
Q21Q,27.900000000000002,27.8855,-82.598,-82.5835
Q21R,27.900000000000002,27.8855,-82.5835,-82.569
Q21S,27.900000000000002,27.8855,-82.569,-82.5545
Q21T,27.900000000000002,27.8855,-82.5545,-82.54
Q21U,27.900000000000002,27.8855,-82.53999999999999,-82.5255
Q21V,27.900000000000002,27.8855,-82.5255,-82.511
Q21W,27.900000000000002,27.8855,-82.511,-82.4965
Q21X,27.900000000000002,27.8855,-82.4965,-82.482
Q21Y,27.900000000000002,27.8855,-82.482,-82.4675
Q21Z,27.900000000000002,27.8855,-82.4675,-82.453
Q21[,27.900000000000002,27.8855,-82.453,-82.4385
Q21\,27.900000000000002,27.8855,-82.4385,-82.424
Q21],27.900000000000002,27.8855,-82.42399999999999,-82.4095
Q21^,27.900000000000002,27.8855,-82.4095,-82.395
Q21_,27.900000000000002,27.8855,-82.395,-82.3805
Q21`,27.900000000000002,27.8855,-82.3805,-82.366
Q21a,27.900000000000002,27.8855,-82.366,-82.3515
Q21b,27.900000000000002,27.8855,-82.3515,-82.337
Q21c,27.900000000000002,27.8855,-82.337,-82.3225
Q21d,27.900000000000002,27.8855,-82.3225,-82.308
Q21e,27.900000000000002,27.8855,-82.30799999999999,-82.2935
Q21f,27.900000000000002,27.8855,-82.2935,-82.279
Q21g,27.900000000000002,27.8855,-82.279,-82.2645
Q21h,27.900000000000002,27.8855,-82.2645,-82.25
Q21i,27.900000000000002,27.8855,-82.25,-82.2355
Q21j,27.900000000000002,27.8855,-82.2355,-82.221
Q21k,27.900000000000002,27.8855,-82.221,-82.2065
Q22A,27.8855,27.871,-82.83,-82.8155
Q22B,27.8855,27.871,-82.8155,-82.801
Q22C,27.8855,27.871,-82.801,-82.7865
Q22D,27.8855,27.871,-82.7865,-82.772
Q22E,27.8855,27.871,-82.77199999999999,-82.7575
Q22F,27.8855,27.871,-82.7575,-82.743
Q22G,27.8855,27.871,-82.743,-82.7285
Q22H,27.8855,27.871,-82.7285,-82.714
Q22I,27.8855,27.871,-82.714,-82.6995
Q22J,27.8855,27.871,-82.6995,-82.685
Q22K,27.8855,27.871,-82.685,-82.6705
Q22L,27.8855,27.871,-82.6705,-82.656
Q22M,27.8855,27.871,-82.65599999999999,-82.6415
Q22N,27.8855,27.871,-82.6415,-82.627
Q22O,27.8855,27.871,-82.627,-82.6125
Q22P,27.8855,27.871,-82.6125,-82.598
Q22Q,27.8855,27.871,-82.598,-82.5835
Q22R,27.8855,27.871,-82.5835,-82.569
Q22S,27.8855,27.871,-82.569,-82.5545
Q22T,27.8855,27.871,-82.5545,-82.54
Q22U,27.8855,27.871,-82.53999999999999,-82.5255
Q22V,27.8855,27.871,-82.5255,-82.511
Q22W,27.8855,27.871,-82.511,-82.4965
Q22X,27.8855,27.871,-82.4965,-82.482
Q22Y,27.8855,27.871,-82.482,-82.4675
Q22Z,27.8855,27.871,-82.4675,-82.453
Q22[,27.8855,27.871,-82.453,-82.4385
Q22\,27.8855,27.871,-82.4385,-82.424
Q22],27.8855,27.871,-82.42399999999999,-82.4095
Q22^,27.8855,27.871,-82.4095,-82.395
Q22_,27.8855,27.871,-82.395,-82.3805
Q22`,27.8855,27.871,-82.3805,-82.366
Q22a,27.8855,27.871,-82.366,-82.3515
Q22b,27.8855,27.871,-82.3515,-82.337
Q22c,27.8855,27.871,-82.337,-82.3225
Q22d,27.8855,27.871,-82.3225,-82.308
Q22e,27.8855,27.871,-82.30799999999999,-82.2935
Q22f,27.8855,27.871,-82.2935,-82.279
Q22g,27.8855,27.871,-82.279,-82.2645
Q22h,27.8855,27.871,-82.2645,-82.25
Q22i,27.8855,27.871,-82.25,-82.2355
Q22j,27.8855,27.871,-82.2355,-82.221
Q22k,27.8855,27.871,-82.221,-82.2065
Q23A,27.871000000000002,27.8565,-82.83,-82.8155
Q23B,27.871000000000002,27.8565,-82.8155,-82.801
Q23C,27.871000000000002,27.8565,-82.801,-82.7865
Q23D,27.871000000000002,27.8565,-82.7865,-82.772
Q23E,27.871000000000002,27.8565,-82.77199999999999,-82.7575
Q23F,27.871000000000002,27.8565,-82.7575,-82.743
Q23G,27.871000000000002,27.8565,-82.743,-82.7285
Q23H,27.871000000000002,27.8565,-82.7285,-82.714
Q23I,27.871000000000002,27.8565,-82.714,-82.6995
Q23J,27.871000000000002,27.8565,-82.6995,-82.685
Q23K,27.871000000000002,27.8565,-82.685,-82.6705
Q23L,27.871000000000002,27.8565,-82.6705,-82.656
Q23M,27.871000000000002,27.8565,-82.65599999999999,-82.6415
Q23N,27.871000000000002,27.8565,-82.6415,-82.627
Q23O,27.871000000000002,27.8565,-82.627,-82.6125
Q23P,27.871000000000002,27.8565,-82.6125,-82.598
Q23Q,27.871000000000002,27.8565,-82.598,-82.5835
Q23R,27.871000000000002,27.8565,-82.5835,-82.569
Q23S,27.871000000000002,27.8565,-82.569,-82.5545
Q23T,27.871000000000002,27.8565,-82.5545,-82.54
Q23U,27.871000000000002,27.8565,-82.53999999999999,-82.5255
Q23V,27.871000000000002,27.8565,-82.5255,-82.511
Q23W,27.871000000000002,27.8565,-82.511,-82.4965
Q23X,27.871000000000002,27.8565,-82.4965,-82.482
Q23Y,27.871000000000002,27.8565,-82.482,-82.4675
Q23Z,27.871000000000002,27.8565,-82.4675,-82.453
Q23[,27.871000000000002,27.8565,-82.453,-82.4385
Q23\,27.871000000000002,27.8565,-82.4385,-82.424
Q23],27.871000000000002,27.8565,-82.42399999999999,-82.4095
Q23^,27.871000000000002,27.8565,-82.4095,-82.395
Q23_,27.871000000000002,27.8565,-82.395,-82.3805
Q23`,27.871000000000002,27.8565,-82.3805,-82.366
Q23a,27.871000000000002,27.8565,-82.366,-82.3515
Q23b,27.871000000000002,27.8565,-82.3515,-82.337
Q23c,27.871000000000002,27.8565,-82.337,-82.3225
Q23d,27.871000000000002,27.8565,-82.3225,-82.308
Q23e,27.871000000000002,27.8565,-82.30799999999999,-82.2935
Q23f,27.871000000000002,27.8565,-82.2935,-82.279
Q23g,27.871000000000002,27.8565,-82.279,-82.2645
Q23h,27.871000000000002,27.8565,-82.2645,-82.25
Q23i,27.871000000000002,27.8565,-82.25,-82.2355
Q23j,27.871000000000002,27.8565,-82.2355,-82.221
Q23k,27.871000000000002,27.8565,-82.221,-82.2065
Q24A,27.8565,27.842,-82.83,-82.8155
Q24B,27.8565,27.842,-82.8155,-82.801
Q24C,27.8565,27.842,-82.801,-82.7865
Q24D,27.8565,27.842,-82.7865,-82.772
Q24E,27.8565,27.842,-82.77199999999999,-82.7575
Q24F,27.8565,27.842,-82.7575,-82.743
Q24G,27.8565,27.842,-82.743,-82.7285
Q24H,27.8565,27.842,-82.7285,-82.714
Q24I,27.8565,27.842,-82.714,-82.6995
Q24J,27.8565,27.842,-82.6995,-82.685
Q24K,27.8565,27.842,-82.685,-82.6705
Q24L,27.8565,27.842,-82.6705,-82.656
Q24M,27.8565,27.842,-82.65599999999999,-82.6415
Q24N,27.8565,27.842,-82.6415,-82.627
Q24O,27.8565,27.842,-82.627,-82.6125
Q24P,27.8565,27.842,-82.6125,-82.598
Q24Q,27.8565,27.842,-82.598,-82.5835
Q24R,27.8565,27.842,-82.5835,-82.569
Q24S,27.8565,27.842,-82.569,-82.5545
Q24T,27.8565,27.842,-82.5545,-82.54
Q24U,27.8565,27.842,-82.53999999999999,-82.5255
Q24V,27.8565,27.842,-82.5255,-82.511
Q24W,27.8565,27.842,-82.511,-82.4965
Q24X,27.8565,27.842,-82.4965,-82.482
Q24Y,27.8565,27.842,-82.482,-82.4675
Q24Z,27.8565,27.842,-82.4675,-82.453
Q24[,27.8565,27.842,-82.453,-82.4385
Q24\,27.8565,27.842,-82.4385,-82.424
Q24],27.8565,27.842,-82.42399999999999,-82.4095
Q24^,27.8565,27.842,-82.4095,-82.395
Q24_,27.8565,27.842,-82.395,-82.3805
Q24`,27.8565,27.842,-82.3805,-82.366
Q24a,27.8565,27.842,-82.366,-82.3515
Q24b,27.8565,27.842,-82.3515,-82.337
Q24c,27.8565,27.842,-82.337,-82.3225
Q24d,27.8565,27.842,-82.3225,-82.308
Q24e,27.8565,27.842,-82.30799999999999,-82.2935
Q24f,27.8565,27.842,-82.2935,-82.279
Q24g,27.8565,27.842,-82.279,-82.2645
Q24h,27.8565,27.842,-82.2645,-82.25
Q24i,27.8565,27.842,-82.25,-82.2355
Q24j,27.8565,27.842,-82.2355,-82.221
Q24k,27.8565,27.842,-82.221,-82.2065
Q25A,27.842000000000002,27.8275,-82.83,-82.8155
Q25B,27.842000000000002,27.8275,-82.8155,-82.801
Q25C,27.842000000000002,27.8275,-82.801,-82.7865
Q25D,27.842000000000002,27.8275,-82.7865,-82.772
Q25E,27.842000000000002,27.8275,-82.77199999999999,-82.7575
Q25F,27.842000000000002,27.8275,-82.7575,-82.743
Q25G,27.842000000000002,27.8275,-82.743,-82.7285
Q25H,27.842000000000002,27.8275,-82.7285,-82.714
Q25I,27.842000000000002,27.8275,-82.714,-82.6995
Q25J,27.842000000000002,27.8275,-82.6995,-82.685
Q25K,27.842000000000002,27.8275,-82.685,-82.6705
Q25L,27.842000000000002,27.8275,-82.6705,-82.656
Q25M,27.842000000000002,27.8275,-82.65599999999999,-82.6415
Q25N,27.842000000000002,27.8275,-82.6415,-82.627
Q25O,27.842000000000002,27.8275,-82.627,-82.6125
Q25P,27.842000000000002,27.8275,-82.6125,-82.598
Q25Q,27.842000000000002,27.8275,-82.598,-82.5835
Q25R,27.842000000000002,27.8275,-82.5835,-82.569
Q25S,27.842000000000002,27.8275,-82.569,-82.5545
Q25T,27.842000000000002,27.8275,-82.5545,-82.54
Q25U,27.842000000000002,27.8275,-82.53999999999999,-82.5255
Q25V,27.842000000000002,27.8275,-82.5255,-82.511
Q25W,27.842000000000002,27.8275,-82.511,-82.4965
Q25X,27.842000000000002,27.8275,-82.4965,-82.482
Q25Y,27.842000000000002,27.8275,-82.482,-82.4675
Q25Z,27.842000000000002,27.8275,-82.4675,-82.453
Q25[,27.842000000000002,27.8275,-82.453,-82.4385
Q25\,27.842000000000002,27.8275,-82.4385,-82.424
Q25],27.842000000000002,27.8275,-82.42399999999999,-82.4095
Q25^,27.842000000000002,27.8275,-82.4095,-82.395
Q25_,27.842000000000002,27.8275,-82.395,-82.3805
Q25`,27.842000000000002,27.8275,-82.3805,-82.366
Q25a,27.842000000000002,27.8275,-82.366,-82.3515
Q25b,27.842000000000002,27.8275,-82.3515,-82.337
Q25c,27.842000000000002,27.8275,-82.337,-82.3225
Q25d,27.842000000000002,27.8275,-82.3225,-82.308
Q25e,27.842000000000002,27.8275,-82.30799999999999,-82.2935
Q25f,27.842000000000002,27.8275,-82.2935,-82.279
Q25g,27.842000000000002,27.8275,-82.279,-82.2645
Q25h,27.842000000000002,27.8275,-82.2645,-82.25
Q25i,27.842000000000002,27.8275,-82.25,-82.2355
Q25j,27.842000000000002,27.8275,-82.2355,-82.221
Q25k,27.842000000000002,27.8275,-82.221,-82.2065
Q26A,27.8275,27.813,-82.83,-82.8155
Q26B,27.8275,27.813,-82.8155,-82.801
Q26C,27.8275,27.813,-82.801,-82.7865
Q26D,27.8275,27.813,-82.7865,-82.772
Q26E,27.8275,27.813,-82.77199999999999,-82.7575
Q26F,27.8275,27.813,-82.7575,-82.743
Q26G,27.8275,27.813,-82.743,-82.7285
Q26H,27.8275,27.813,-82.7285,-82.714
Q26I,27.8275,27.813,-82.714,-82.6995
Q26J,27.8275,27.813,-82.6995,-82.685
Q26K,27.8275,27.813,-82.685,-82.6705
Q26L,27.8275,27.813,-82.6705,-82.656
Q26M,27.8275,27.813,-82.65599999999999,-82.6415
Q26N,27.8275,27.813,-82.6415,-82.627
Q26O,27.8275,27.813,-82.627,-82.6125
Q26P,27.8275,27.813,-82.6125,-82.598
Q26Q,27.8275,27.813,-82.598,-82.5835
Q26R,27.8275,27.813,-82.5835,-82.569
Q26S,27.8275,27.813,-82.569,-82.5545
Q26T,27.8275,27.813,-82.5545,-82.54
Q26U,27.8275,27.813,-82.53999999999999,-82.5255
Q26V,27.8275,27.813,-82.5255,-82.511
Q26W,27.8275,27.813,-82.511,-82.4965
Q26X,27.8275,27.813,-82.4965,-82.482
Q26Y,27.8275,27.813,-82.482,-82.4675
Q26Z,27.8275,27.813,-82.4675,-82.453
Q26[,27.8275,27.813,-82.453,-82.4385
Q26\,27.8275,27.813,-82.4385,-82.424
Q26],27.8275,27.813,-82.42399999999999,-82.4095
Q26^,27.8275,27.813,-82.4095,-82.395
Q26_,27.8275,27.813,-82.395,-82.3805
Q26`,27.8275,27.813,-82.3805,-82.366
Q26a,27.8275,27.813,-82.366,-82.3515
Q26b,27.8275,27.813,-82.3515,-82.337
Q26c,27.8275,27.813,-82.337,-82.3225
Q26d,27.8275,27.813,-82.3225,-82.308
Q26e,27.8275,27.813,-82.30799999999999,-82.2935
Q26f,27.8275,27.813,-82.2935,-82.279
Q26g,27.8275,27.813,-82.279,-82.2645
Q26h,27.8275,27.813,-82.2645,-82.25
Q26i,27.8275,27.813,-82.25,-82.2355
Q26j,27.8275,27.813,-82.2355,-82.221
Q26k,27.8275,27.813,-82.221,-82.2065
Q27A,27.813000000000002,27.7985,-82.83,-82.8155
Q27B,27.813000000000002,27.7985,-82.8155,-82.801
Q27C,27.813000000000002,27.7985,-82.801,-82.7865
Q27D,27.813000000000002,27.7985,-82.7865,-82.772
Q27E,27.813000000000002,27.7985,-82.77199999999999,-82.7575
Q27F,27.813000000000002,27.7985,-82.7575,-82.743
Q27G,27.813000000000002,27.7985,-82.743,-82.7285
Q27H,27.813000000000002,27.7985,-82.7285,-82.714
Q27I,27.813000000000002,27.7985,-82.714,-82.6995
Q27J,27.813000000000002,27.7985,-82.6995,-82.685
Q27K,27.813000000000002,27.7985,-82.685,-82.6705
Q27L,27.813000000000002,27.7985,-82.6705,-82.656
Q27M,27.813000000000002,27.7985,-82.65599999999999,-82.6415
Q27N,27.813000000000002,27.7985,-82.6415,-82.627
Q27O,27.813000000000002,27.7985,-82.627,-82.6125
Q27P,27.813000000000002,27.7985,-82.6125,-82.598
Q27Q,27.813000000000002,27.7985,-82.598,-82.5835
Q27R,27.813000000000002,27.7985,-82.5835,-82.569
Q27S,27.813000000000002,27.7985,-82.569,-82.5545
Q27T,27.813000000000002,27.7985,-82.5545,-82.54
Q27U,27.813000000000002,27.7985,-82.53999999999999,-82.5255
Q27V,27.813000000000002,27.7985,-82.5255,-82.511
Q27W,27.813000000000002,27.7985,-82.511,-82.4965
Q27X,27.813000000000002,27.7985,-82.4965,-82.482
Q27Y,27.813000000000002,27.7985,-82.482,-82.4675
Q27Z,27.813000000000002,27.7985,-82.4675,-82.453
Q27[,27.813000000000002,27.7985,-82.453,-82.4385
Q27\,27.813000000000002,27.7985,-82.4385,-82.424
Q27],27.813000000000002,27.7985,-82.42399999999999,-82.4095
Q27^,27.813000000000002,27.7985,-82.4095,-82.395
Q27_,27.813000000000002,27.7985,-82.395,-82.3805
Q27`,27.813000000000002,27.7985,-82.3805,-82.366
Q27a,27.813000000000002,27.7985,-82.366,-82.3515
Q27b,27.813000000000002,27.7985,-82.3515,-82.337
Q27c,27.813000000000002,27.7985,-82.337,-82.3225
Q27d,27.813000000000002,27.7985,-82.3225,-82.308
Q27e,27.813000000000002,27.7985,-82.30799999999999,-82.2935
Q27f,27.813000000000002,27.7985,-82.2935,-82.279
Q27g,27.813000000000002,27.7985,-82.279,-82.2645
Q27h,27.813000000000002,27.7985,-82.2645,-82.25
Q27i,27.813000000000002,27.7985,-82.25,-82.2355
Q27j,27.813000000000002,27.7985,-82.2355,-82.221
Q27k,27.813000000000002,27.7985,-82.221,-82.2065
Q28A,27.7985,27.784,-82.83,-82.8155
Q28B,27.7985,27.784,-82.8155,-82.801
Q28C,27.7985,27.784,-82.801,-82.7865
Q28D,27.7985,27.784,-82.7865,-82.772
Q28E,27.7985,27.784,-82.77199999999999,-82.7575
Q28F,27.7985,27.784,-82.7575,-82.743
Q28G,27.7985,27.784,-82.743,-82.7285
Q28H,27.7985,27.784,-82.7285,-82.714
Q28I,27.7985,27.784,-82.714,-82.6995
Q28J,27.7985,27.784,-82.6995,-82.685
Q28K,27.7985,27.784,-82.685,-82.6705
Q28L,27.7985,27.784,-82.6705,-82.656
Q28M,27.7985,27.784,-82.65599999999999,-82.6415
Q28N,27.7985,27.784,-82.6415,-82.627
Q28O,27.7985,27.784,-82.627,-82.6125
Q28P,27.7985,27.784,-82.6125,-82.598
Q28Q,27.7985,27.784,-82.598,-82.5835
Q28R,27.7985,27.784,-82.5835,-82.569
Q28S,27.7985,27.784,-82.569,-82.5545
Q28T,27.7985,27.784,-82.5545,-82.54
Q28U,27.7985,27.784,-82.53999999999999,-82.5255
Q28V,27.7985,27.784,-82.5255,-82.511
Q28W,27.7985,27.784,-82.511,-82.4965
Q28X,27.7985,27.784,-82.4965,-82.482
Q28Y,27.7985,27.784,-82.482,-82.4675
Q28Z,27.7985,27.784,-82.4675,-82.453
Q28[,27.7985,27.784,-82.453,-82.4385
Q28\,27.7985,27.784,-82.4385,-82.424
Q28],27.7985,27.784,-82.42399999999999,-82.4095
Q28^,27.7985,27.784,-82.4095,-82.395
Q28_,27.7985,27.784,-82.395,-82.3805
Q28`,27.7985,27.784,-82.3805,-82.366
Q28a,27.7985,27.784,-82.366,-82.3515
Q28b,27.7985,27.784,-82.3515,-82.337
Q28c,27.7985,27.784,-82.337,-82.3225
Q28d,27.7985,27.784,-82.3225,-82.308
Q28e,27.7985,27.784,-82.30799999999999,-82.2935
Q28f,27.7985,27.784,-82.2935,-82.279
Q28g,27.7985,27.784,-82.279,-82.2645
Q28h,27.7985,27.784,-82.2645,-82.25
Q28i,27.7985,27.784,-82.25,-82.2355
Q28j,27.7985,27.784,-82.2355,-82.221
Q28k,27.7985,27.784,-82.221,-82.2065
Q29A,27.784000000000002,27.7695,-82.83,-82.8155
Q29B,27.784000000000002,27.7695,-82.8155,-82.801
Q29C,27.784000000000002,27.7695,-82.801,-82.7865
Q29D,27.784000000000002,27.7695,-82.7865,-82.772
Q29E,27.784000000000002,27.7695,-82.77199999999999,-82.7575
Q29F,27.784000000000002,27.7695,-82.7575,-82.743
Q29G,27.784000000000002,27.7695,-82.743,-82.7285
Q29H,27.784000000000002,27.7695,-82.7285,-82.714
Q29I,27.784000000000002,27.7695,-82.714,-82.6995
Q29J,27.784000000000002,27.7695,-82.6995,-82.685
Q29K,27.784000000000002,27.7695,-82.685,-82.6705
Q29L,27.784000000000002,27.7695,-82.6705,-82.656
Q29M,27.784000000000002,27.7695,-82.65599999999999,-82.6415
Q29N,27.784000000000002,27.7695,-82.6415,-82.627
Q29O,27.784000000000002,27.7695,-82.627,-82.6125
Q29P,27.784000000000002,27.7695,-82.6125,-82.598
Q29Q,27.784000000000002,27.7695,-82.598,-82.5835
Q29R,27.784000000000002,27.7695,-82.5835,-82.569
Q29S,27.784000000000002,27.7695,-82.569,-82.5545
Q29T,27.784000000000002,27.7695,-82.5545,-82.54
Q29U,27.784000000000002,27.7695,-82.53999999999999,-82.5255
Q29V,27.784000000000002,27.7695,-82.5255,-82.511
Q29W,27.784000000000002,27.7695,-82.511,-82.4965
Q29X,27.784000000000002,27.7695,-82.4965,-82.482
Q29Y,27.784000000000002,27.7695,-82.482,-82.4675
Q29Z,27.784000000000002,27.7695,-82.4675,-82.453
Q29[,27.784000000000002,27.7695,-82.453,-82.4385
Q29\,27.784000000000002,27.7695,-82.4385,-82.424
Q29],27.784000000000002,27.7695,-82.42399999999999,-82.4095
Q29^,27.784000000000002,27.7695,-82.4095,-82.395
Q29_,27.784000000000002,27.7695,-82.395,-82.3805
Q29`,27.784000000000002,27.7695,-82.3805,-82.366
Q29a,27.784000000000002,27.7695,-82.366,-82.3515
Q29b,27.784000000000002,27.7695,-82.3515,-82.337
Q29c,27.784000000000002,27.7695,-82.337,-82.3225
Q29d,27.784000000000002,27.7695,-82.3225,-82.308
Q29e,27.784000000000002,27.7695,-82.30799999999999,-82.2935
Q29f,27.784000000000002,27.7695,-82.2935,-82.279
Q29g,27.784000000000002,27.7695,-82.279,-82.2645
Q29h,27.784000000000002,27.7695,-82.2645,-82.25
Q29i,27.784000000000002,27.7695,-82.25,-82.2355
Q29j,27.784000000000002,27.7695,-82.2355,-82.221
Q29k,27.784000000000002,27.7695,-82.221,-82.2065
Q30A,27.7695,27.755,-82.83,-82.8155
Q30B,27.7695,27.755,-82.8155,-82.801
Q30C,27.7695,27.755,-82.801,-82.7865
Q30D,27.7695,27.755,-82.7865,-82.772
Q30E,27.7695,27.755,-82.77199999999999,-82.7575
Q30F,27.7695,27.755,-82.7575,-82.743
Q30G,27.7695,27.755,-82.743,-82.7285
Q30H,27.7695,27.755,-82.7285,-82.714
Q30I,27.7695,27.755,-82.714,-82.6995
Q30J,27.7695,27.755,-82.6995,-82.685
Q30K,27.7695,27.755,-82.685,-82.6705
Q30L,27.7695,27.755,-82.6705,-82.656
Q30M,27.7695,27.755,-82.65599999999999,-82.6415
Q30N,27.7695,27.755,-82.6415,-82.627
Q30O,27.7695,27.755,-82.627,-82.6125
Q30P,27.7695,27.755,-82.6125,-82.598
Q30Q,27.7695,27.755,-82.598,-82.5835
Q30R,27.7695,27.755,-82.5835,-82.569
Q30S,27.7695,27.755,-82.569,-82.5545
Q30T,27.7695,27.755,-82.5545,-82.54
Q30U,27.7695,27.755,-82.53999999999999,-82.5255
Q30V,27.7695,27.755,-82.5255,-82.511
Q30W,27.7695,27.755,-82.511,-82.4965
Q30X,27.7695,27.755,-82.4965,-82.482
Q30Y,27.7695,27.755,-82.482,-82.4675
Q30Z,27.7695,27.755,-82.4675,-82.453
Q30[,27.7695,27.755,-82.453,-82.4385
Q30\,27.7695,27.755,-82.4385,-82.424
Q30],27.7695,27.755,-82.42399999999999,-82.4095
Q30^,27.7695,27.755,-82.4095,-82.395
Q30_,27.7695,27.755,-82.395,-82.3805
Q30`,27.7695,27.755,-82.3805,-82.366
Q30a,27.7695,27.755,-82.366,-82.3515
Q30b,27.7695,27.755,-82.3515,-82.337
Q30c,27.7695,27.755,-82.337,-82.3225
Q30d,27.7695,27.755,-82.3225,-82.308
Q30e,27.7695,27.755,-82.30799999999999,-82.2935
Q30f,27.7695,27.755,-82.2935,-82.279
Q30g,27.7695,27.755,-82.279,-82.2645
Q30h,27.7695,27.755,-82.2645,-82.25
Q30i,27.7695,27.755,-82.25,-82.2355
